epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,748.521,1.42154,0.94024,1.49002,0.92352,0.57366,0.61794,0.32606,1.61485,0.87178,1.66884,0.00109513,0.00109513,0.00109513
61,763.868,1.43689,0.94484,1.48699,0.94211,0.56571,0.63569,0.38439,1.44476,0.84825,1.51802,0.00108947,0.00108947,0.00108947
62,779.44,1.39648,0.95319,1.47547,0.93183,0.58272,0.73158,0.43354,1.41964,0.77003,1.52168,0.00108381,0.00108381,0.00108381
63,794.807,1.41841,0.93567,1.47466,0.94477,0.56263,0.66788,0.37291,1.60197,0.8383,1.62819,0.00107815,0.00107815,0.00107815
64,810.101,1.39244,0.90748,1.46199,0.95229,0.56565,0.66198,0.38895,1.44474,0.78346,1.50994,0.00107249,0.00107249,0.00107249
65,825.867,1.35716,0.90251,1.4355,0.93535,0.56672,0.67518,0.40264,1.43224,0.80058,1.52657,0.00106683,0.00106683,0.00106683
66,841.483,1.38842,0.91614,1.46006,0.94433,0.57756,0.73466,0.4085,1.40789,0.7822,1.49471,0.00106118,0.00106118,0.00106118
67,857.077,1.39284,0.89897,1.45384,0.94148,0.58221,0.72998,0.40646,1.38844,0.75828,1.47857,0.00105552,0.00105552,0.00105552
68,872.67,1.37363,0.89561,1.43886,0.94648,0.57025,0.74723,0.46659,1.39719,0.77787,1.49798,0.00104986,0.00104986,0.00104986
69,887.967,1.37726,0.89964,1.44407,0.95161,0.5767,0.67136,0.40631,1.44044,0.7514,1.53243,0.0010442,0.0010442,0.0010442
70,903.312,1.36318,0.90729,1.44144,0.94905,0.58778,0.62844,0.37788,1.38932,0.77163,1.49897,0.00103854,0.00103854,0.00103854
71,918.888,1.37489,0.90634,1.44329,0.95463,0.5681,0.75473,0.45402,1.39624,0.77745,1.47576,0.00103288,0.00103288,0.00103288
72,931.326,1.36672,0.89988,1.4428,0.95623,0.58272,0.75081,0.44737,1.35783,0.76368,1.46251,0.00102722,0.00102722,0.00102722
73,945.071,1.36538,0.88534,1.44697,0.94565,0.58208,0.65533,0.3957,1.39443,0.76847,1.49212,0.00102156,0.00102156,0.00102156
74,957.398,1.36831,0.88931,1.43788,0.94491,0.58735,0.62871,0.37885,1.40644,0.78232,1.49645,0.0010159,0.0010159,0.0010159
75,968.758,1.36417,0.8983,1.4354,0.93442,0.59009,0.65702,0.39213,1.38099,0.78878,1.48039,0.00101025,0.00101025,0.00101025
76,980.506,1.33555,0.86584,1.41792,0.95182,0.5728,0.66404,0.40958,1.37574,0.76823,1.47374,0.00100459,0.00100459,0.00100459
77,991.677,1.3663,0.88797,1.44248,0.94163,0.59424,0.68907,0.42919,1.33526,0.77545,1.43616,0.000998928,0.000998928,0.000998928
78,1002.8,1.33461,0.86576,1.4162,0.95377,0.58965,0.68306,0.37828,1.46299,0.75139,1.52157,0.000993269,0.000993269,0.000993269
79,1013.98,1.33773,0.89134,1.41692,0.95347,0.58898,0.74505,0.42824,1.40823,0.74369,1.48157,0.00098761,0.00098761,0.00098761
80,1025.04,1.33517,0.86325,1.40953,0.95073,0.59239,0.65186,0.42103,1.30409,0.71334,1.41006,0.000981952,0.000981952,0.000981952
81,1036.26,1.32377,0.85819,1.40835,0.95242,0.59169,0.63497,0.39902,1.34656,0.71622,1.46627,0.000976293,0.000976293,0.000976293
82,1047.52,1.30073,0.83802,1.38166,0.95364,0.59441,0.6415,0.39368,1.37354,0.74631,1.50602,0.000970634,0.000970634,0.000970634
83,1058.67,1.32614,0.84997,1.39289,0.94005,0.59691,0.64931,0.41084,1.34883,0.74067,1.45211,0.000964975,0.000964975,0.000964975
84,1069.92,1.3067,0.82359,1.36819,0.94634,0.57956,0.65615,0.40383,1.41659,0.73723,1.47852,0.000959316,0.000959316,0.000959316
85,1081.14,1.31958,0.85089,1.39361,0.95463,0.58176,0.64849,0.41387,1.32073,0.73537,1.42987,0.000953657,0.000953657,0.000953657
86,1092.4,1.29061,0.8455,1.3841,0.94942,0.58894,0.64286,0.40164,1.36671,0.72463,1.4648,0.000947999,0.000947999,0.000947999
87,1103.96,1.28757,0.83567,1.36241,0.95796,0.5793,0.64271,0.39861,1.35736,0.74477,1.46482,0.00094234,0.00094234,0.00094234
88,1115.87,1.2933,0.82104,1.3738,0.95541,0.58865,0.65201,0.39738,1.38193,0.71267,1.46548,0.000936681,0.000936681,0.000936681
89,1127.26,1.30534,0.82722,1.37473,0.95481,0.58287,0.68344,0.42934,1.31841,0.71302,1.43317,0.000931022,0.000931022,0.000931022
90,1138.59,1.27515,0.81558,1.37674,0.9529,0.58336,0.68377,0.4378,1.29352,0.70937,1.40219,0.000925363,0.000925363,0.000925363
91,1149.99,1.27585,0.8225,1.36531,0.95397,0.58191,0.64424,0.41194,1.32579,0.71274,1.4203,0.000919704,0.000919704,0.000919704
92,1161.46,1.29135,0.82122,1.37076,0.95192,0.58999,0.74298,0.47619,1.30845,0.69789,1.42057,0.000914046,0.000914046,0.000914046
93,1172.9,1.26731,0.79785,1.35185,0.96316,0.58999,0.65588,0.42153,1.27996,0.71217,1.39614,0.000908387,0.000908387,0.000908387
94,1184.19,1.274,0.8123,1.3622,0.94945,0.59856,0.64625,0.4105,1.32815,0.69176,1.45461,0.000902728,0.000902728,0.000902728
95,1195.59,1.25445,0.8124,1.35377,0.95945,0.5868,0.66129,0.42094,1.30241,0.72963,1.39999,0.000897069,0.000897069,0.000897069
96,1207.09,1.26999,0.80736,1.35873,0.95785,0.59608,0.68745,0.44638,1.27869,0.68314,1.39606,0.00089141,0.00089141,0.00089141
97,1218.52,1.2313,0.7901,1.34996,0.95349,0.60114,0.64291,0.40938,1.30156,0.70271,1.43306,0.000885751,0.000885751,0.000885751
98,1230.02,1.23854,0.77931,1.34155,0.9407,0.61044,0.65456,0.41669,1.28663,0.7015,1.42336,0.000880093,0.000880093,0.000880093
99,1242.2,1.24062,0.78988,1.34202,0.96175,0.59993,0.64021,0.41117,1.29143,0.69304,1.39976,0.000874434,0.000874434,0.000874434
100,1254.82,1.22534,0.77555,1.33128,0.96746,0.60274,0.69108,0.45816,1.26577,0.6763,1.37763,0.000868775,0.000868775,0.000868775
101,1266.36,1.24016,0.78336,1.32723,0.9744,0.57992,0.64487,0.42044,1.27208,0.67409,1.40034,0.000863116,0.000863116,0.000863116
102,1277.9,1.25469,0.79382,1.34272,0.95382,0.60222,0.63932,0.40847,1.33704,0.68274,1.45646,0.000857457,0.000857457,0.000857457
103,1289.45,1.23055,0.76064,1.32765,0.96235,0.60538,0.65952,0.41931,1.31414,0.66761,1.45383,0.000851798,0.000851798,0.000851798
104,1301.7,1.23023,0.7646,1.32354,0.95235,0.61316,0.65627,0.436,1.2648,0.65667,1.4031,0.000846139,0.000846139,0.000846139
105,1313.77,1.22786,0.75855,1.32862,0.95694,0.60001,0.68974,0.44755,1.28809,0.65337,1.39722,0.000840481,0.000840481,0.000840481
106,1325.44,1.22694,0.74657,1.32186,0.95271,0.6112,0.64861,0.41396,1.33309,0.67443,1.44313,0.000834822,0.000834822,0.000834822
107,1337.18,1.22181,0.7675,1.33352,0.95594,0.59627,0.64448,0.41525,1.28057,0.70325,1.39602,0.000829163,0.000829163,0.000829163
108,1349,1.21787,0.76447,1.31681,0.97031,0.58879,0.68672,0.44413,1.25474,0.66505,1.38955,0.000823504,0.000823504,0.000823504
109,1360.79,1.18865,0.73517,1.30717,0.95393,0.5987,0.63524,0.42049,1.25904,0.64378,1.38559,0.000817845,0.000817845,0.000817845
110,1372.55,1.18482,0.759,1.31202,0.96482,0.59682,0.64806,0.41997,1.27423,0.66934,1.39205,0.000812186,0.000812186,0.000812186
111,1384.59,1.20017,0.76977,1.32213,0.96051,0.60649,0.67888,0.44208,1.26004,0.63162,1.39295,0.000806528,0.000806528,0.000806528
112,1396.57,1.20397,0.75705,1.31487,0.95749,0.59538,0.64444,0.40567,1.3298,0.67079,1.43151,0.000800869,0.000800869,0.000800869
113,1408.18,1.185,0.74906,1.30592,0.96009,0.5989,0.64663,0.42223,1.31983,0.67414,1.43321,0.00079521,0.00079521,0.00079521
114,1419.9,1.19694,0.75794,1.31734,0.94956,0.61423,0.64499,0.42462,1.25359,0.63986,1.37602,0.000789551,0.000789551,0.000789551
115,1431.55,1.19273,0.76183,1.30766,0.95609,0.59289,0.64338,0.42556,1.26058,0.64469,1.39294,0.000783892,0.000783892,0.000783892
116,1443.24,1.17944,0.7436,1.3005,0.95984,0.59569,0.64427,0.42654,1.24511,0.65189,1.36284,0.000778233,0.000778233,0.000778233
117,1454.83,1.18893,0.75405,1.32167,0.96911,0.60176,0.65884,0.42829,1.27517,0.64763,1.38543,0.000772575,0.000772575,0.000772575
118,1466.51,1.18645,0.7318,1.29093,0.95938,0.60576,0.74525,0.48123,1.26781,0.64274,1.39254,0.000766916,0.000766916,0.000766916
119,1478.29,1.19432,0.74258,1.29438,0.95886,0.59516,0.69045,0.46837,1.23285,0.65339,1.37913,0.000761257,0.000761257,0.000761257
120,1490.09,1.19193,0.74467,1.30086,0.95748,0.60834,0.69043,0.44985,1.26928,0.65213,1.40101,0.000755598,0.000755598,0.000755598
121,1501.94,1.18252,0.75917,1.30556,0.94922,0.61279,0.65301,0.43385,1.24768,0.64575,1.38179,0.000749939,0.000749939,0.000749939
122,1513.73,1.15209,0.71573,1.27411,0.95697,0.62118,0.64627,0.43723,1.21119,0.61662,1.3598,0.00074428,0.00074428,0.00074428
123,1526.01,1.1741,0.72891,1.28576,0.96651,0.61167,0.64396,0.43034,1.23126,0.62106,1.36882,0.000738622,0.000738622,0.000738622
124,1538.83,1.14379,0.71888,1.28705,0.96476,0.60069,0.64589,0.4379,1.21787,0.63055,1.37427,0.000732963,0.000732963,0.000732963
125,1551.13,1.17494,0.72346,1.29638,0.96436,0.60579,0.67029,0.44543,1.27436,0.63891,1.41323,0.000727304,0.000727304,0.000727304
126,1563.26,1.16181,0.7254,1.29325,0.96736,0.5942,0.6486,0.43699,1.22323,0.62985,1.36732,0.000721645,0.000721645,0.000721645
127,1575.24,1.14625,0.70889,1.27769,0.96695,0.60439,0.66317,0.44788,1.21821,0.64275,1.35568,0.000715986,0.000715986,0.000715986
128,1587.49,1.13852,0.70853,1.27887,0.96074,0.60483,0.74602,0.49253,1.21488,0.64777,1.33715,0.000710327,0.000710327,0.000710327
129,1599.76,1.1711,0.73021,1.2944,0.9626,0.61649,0.66511,0.44646,1.24578,0.6279,1.36285,0.000704668,0.000704668,0.000704668
130,1611.79,1.15774,0.72658,1.28884,0.95726,0.61153,0.6664,0.44378,1.26759,0.63877,1.38022,0.00069901,0.00069901,0.00069901
131,1623.89,1.14267,0.72698,1.26983,0.95845,0.61424,0.66794,0.45604,1.19263,0.60694,1.35795,0.000693351,0.000693351,0.000693351
132,1637.05,1.12707,0.72217,1.26962,0.97363,0.60658,0.64937,0.43652,1.17329,0.60918,1.33127,0.000687692,0.000687692,0.000687692
133,1653.68,1.11857,0.69478,1.25053,0.95597,0.61545,0.64239,0.42663,1.21637,0.61647,1.34266,0.000682033,0.000682033,0.000682033
134,1670.21,1.12136,0.71128,1.26717,0.96122,0.61043,0.64358,0.43896,1.18856,0.60899,1.33935,0.000676374,0.000676374,0.000676374
135,1686.65,1.11131,0.67676,1.24724,0.96745,0.60692,0.63733,0.43416,1.18057,0.62224,1.32299,0.000670715,0.000670715,0.000670715
