epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
112,1519.19,1.16668,0.74644,1.30496,0.96483,0.59405,0.63569,0.41702,1.23832,0.66524,1.38891,0.000800869,0.000800869,0.000800869
113,1530.51,1.17207,0.75017,1.3051,0.62581,0.73856,0.7425,0.48794,1.27598,0.68246,1.40564,0.00079521,0.00079521,0.00079521
114,1541.9,1.17792,0.76829,1.31631,0.95985,0.58567,0.63328,0.41347,1.2466,0.65045,1.40175,0.000789551,0.000789551,0.000789551
115,1553.58,1.1637,0.75053,1.31009,0.71415,0.7342,0.7487,0.50987,1.25004,0.66948,1.4056,0.000783892,0.000783892,0.000783892
116,1566.42,1.18391,0.74991,1.31668,0.75854,0.74247,0.75402,0.52584,1.23751,0.65911,1.37603,0.000778233,0.000778233,0.000778233
117,1578.12,1.15968,0.74601,1.30707,0.93897,0.60389,0.6406,0.42245,1.22444,0.65514,1.37656,0.000772575,0.000772575,0.000772575
118,1589.68,1.15752,0.74279,1.28469,0.60233,0.74072,0.68125,0.4615,1.21507,0.64119,1.37177,0.000766916,0.000766916,0.000766916
119,26899.1,1.1751,0.74298,1.295,0.96421,0.59361,0.63905,0.42722,1.17824,0.62074,1.35288,0.000761257,0.000761257,0.000761257
120,26910.5,1.1542,0.74758,1.29395,0.95542,0.57913,0.62615,0.41784,1.21609,0.68047,1.3804,0.000755598,0.000755598,0.000755598
121,26921.9,1.16421,0.74658,1.2931,0.95111,0.60681,0.65953,0.43431,1.26016,0.65333,1.40816,0.000749939,0.000749939,0.000749939
122,26933.3,1.15024,0.72738,1.28242,0.85439,0.71497,0.74492,0.5077,1.22908,0.70812,1.35676,0.00074428,0.00074428,0.00074428
123,26944.8,1.13621,0.71854,1.27465,0.95867,0.58286,0.6784,0.45115,1.2582,0.67658,1.40203,0.000738622,0.000738622,0.000738622
124,26956.2,1.11381,0.72219,1.28651,0.9536,0.60162,0.65891,0.4439,1.20794,0.6634,1.35199,0.000732963,0.000732963,0.000732963
125,26967.7,1.15624,0.72821,1.28715,0.59441,0.74798,0.67646,0.45805,1.20008,0.63402,1.35367,0.000727304,0.000727304,0.000727304
126,26979.2,1.14451,0.71813,1.28397,0.94628,0.61413,0.64746,0.44017,1.21503,0.64576,1.36772,0.000721645,0.000721645,0.000721645
127,26991.8,1.12687,0.70746,1.27063,0.94051,0.60629,0.63606,0.42485,1.24944,0.66456,1.39037,0.000715986,0.000715986,0.000715986
128,27006.3,1.12009,0.71791,1.27877,0.95068,0.60226,0.63644,0.42907,1.20038,0.63838,1.367,0.000710327,0.000710327,0.000710327
129,27021.4,1.1165,0.71495,1.27379,0.95807,0.59857,0.63978,0.42935,1.18879,0.63453,1.3553,0.000704668,0.000704668,0.000704668
130,27035.3,1.12501,0.71429,1.27287,0.9519,0.60412,0.63545,0.41618,1.25422,0.63943,1.40124,0.00069901,0.00069901,0.00069901
131,27049,1.12426,0.72265,1.26275,0.95289,0.60627,0.6382,0.43699,1.16258,0.6193,1.33184,0.000693351,0.000693351,0.000693351
132,27062.6,1.13032,0.70683,1.27456,0.95544,0.61025,0.63807,0.43325,1.21172,0.63499,1.34332,0.000687692,0.000687692,0.000687692
133,27076.3,1.08903,0.68053,1.24497,0.62829,0.5972,0.64303,0.43715,1.22411,0.63784,1.36488,0.000682033,0.000682033,0.000682033
134,27089.9,1.09887,0.68911,1.25869,0.95375,0.60164,0.63723,0.43025,1.20284,0.633,1.35595,0.000676374,0.000676374,0.000676374
135,27103.5,1.09861,0.67855,1.24077,0.62445,0.60642,0.63728,0.42942,1.16624,0.61693,1.34137,0.000670715,0.000670715,0.000670715
136,27117.3,1.07841,0.68605,1.24045,0.62146,0.60883,0.648,0.43164,1.20323,0.62502,1.34577,0.000665057,0.000665057,0.000665057
137,27131.9,1.09857,0.68984,1.25432,0.96543,0.60436,0.63898,0.43739,1.17529,0.6149,1.32424,0.000659398,0.000659398,0.000659398
138,27147.1,1.10979,0.69491,1.25276,0.9599,0.61222,0.64289,0.4403,1.18539,0.62888,1.32241,0.000653739,0.000653739,0.000653739
139,27161.1,1.10028,0.69605,1.25528,0.95109,0.62071,0.64096,0.43793,1.16315,0.60599,1.32257,0.00064808,0.00064808,0.00064808
140,27175.8,1.08618,0.69126,1.2408,0.60791,0.59952,0.63949,0.42895,1.20979,0.66311,1.34616,0.000642421,0.000642421,0.000642421
141,27190.4,1.07813,0.69641,1.24418,0.96109,0.59874,0.6385,0.43164,1.21889,0.62907,1.3675,0.000636762,0.000636762,0.000636762
142,27204.9,1.10565,0.69005,1.25641,0.9452,0.61491,0.64242,0.43018,1.22671,0.62206,1.36811,0.000631104,0.000631104,0.000631104
143,27217.7,1.07888,0.68655,1.24542,0.954,0.60691,0.64247,0.4274,1.24669,0.61832,1.38126,0.000625445,0.000625445,0.000625445
144,27230,1.06745,0.66924,1.23186,0.9434,0.6009,0.63776,0.43461,1.17545,0.66384,1.31846,0.000619786,0.000619786,0.000619786
145,27242.1,1.08727,0.68177,1.24617,0.6304,0.60424,0.63933,0.43496,1.20407,0.60849,1.36429,0.000614127,0.000614127,0.000614127
146,27255.3,1.07949,0.67914,1.24371,0.61771,0.61253,0.63922,0.4379,1.1555,0.58661,1.32207,0.000608468,0.000608468,0.000608468
