epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,422.826,1.48499,1.08075,1.56502,0.91567,0.5223,0.59,0.34794,1.47167,0.97094,1.60132,0.00119699,0.00119699,0.00119699
43,432.579,1.48878,1.10773,1.57314,0.91265,0.54494,0.59448,0.35039,1.42719,0.94161,1.56205,0.00119133,0.00119133,0.00119133
44,442.239,1.4974,1.08741,1.57207,0.89853,0.53627,0.57652,0.32265,1.50908,1.01831,1.65285,0.00118567,0.00118567,0.00118567
45,452.109,1.48783,1.09038,1.54926,0.92062,0.54118,0.59255,0.34861,1.44588,0.93499,1.57079,0.00118001,0.00118001,0.00118001
46,461.968,1.45524,1.04558,1.54293,0.90814,0.49232,0.57026,0.33224,1.42534,1.04767,1.58671,0.00117435,0.00117435,0.00117435
47,471.747,1.47568,1.04245,1.5507,0.91608,0.51875,0.59927,0.33749,1.49193,0.97736,1.61433,0.00116869,0.00116869,0.00116869
48,481.438,1.46053,1.03994,1.53838,0.93431,0.55162,0.60397,0.34788,1.46631,0.90456,1.5713,0.00116303,0.00116303,0.00116303
49,491.194,1.451,1.03794,1.52083,0.89122,0.53783,0.58825,0.34045,1.4631,0.97654,1.5639,0.00115738,0.00115738,0.00115738
50,500.916,1.44086,1.04044,1.52657,0.94099,0.5356,0.62789,0.36949,1.45056,0.90852,1.60433,0.00115172,0.00115172,0.00115172
51,510.679,1.42777,0.99638,1.50963,0.88673,0.55959,0.60302,0.35839,1.39231,0.90403,1.53615,0.00114606,0.00114606,0.00114606
52,520.413,1.46373,1.03844,1.51491,0.93973,0.53936,0.60386,0.35287,1.43047,0.94373,1.55854,0.0011404,0.0011404,0.0011404
53,530.173,1.43679,1.01456,1.51564,0.94441,0.54507,0.61377,0.37358,1.37769,0.86659,1.51089,0.00113474,0.00113474,0.00113474
54,540.248,1.40488,0.99792,1.48651,0.93115,0.56169,0.71855,0.41896,1.42107,0.84363,1.537,0.00112908,0.00112908,0.00112908
55,550.933,1.41595,0.98811,1.50159,0.94407,0.54876,0.60593,0.36373,1.3873,0.87733,1.52791,0.00112342,0.00112342,0.00112342
56,560.818,1.45285,0.99861,1.51906,0.94476,0.54971,0.63458,0.37615,1.39388,0.84126,1.53009,0.00111776,0.00111776,0.00111776
57,570.569,1.43191,0.98438,1.5007,0.93626,0.56263,0.6436,0.38258,1.4451,0.84472,1.55873,0.0011121,0.0011121,0.0011121
58,580.293,1.4106,0.9867,1.48615,0.93253,0.5622,0.62143,0.37173,1.43811,0.87605,1.56433,0.00110645,0.00110645,0.00110645
59,590.075,1.40777,0.96217,1.48842,0.93639,0.5676,0.62243,0.36455,1.44378,0.81613,1.5397,0.00110079,0.00110079,0.00110079
60,599.825,1.39434,0.95307,1.48852,0.93052,0.56658,0.62258,0.3722,1.39183,0.84165,1.54765,0.00109513,0.00109513,0.00109513
61,609.56,1.39658,0.9505,1.47329,0.92846,0.57232,0.61284,0.35942,1.42335,0.83934,1.52016,0.00108947,0.00108947,0.00108947
62,619.326,1.38511,0.96379,1.47709,0.92283,0.58537,0.61555,0.3749,1.39146,0.83414,1.51973,0.00108381,0.00108381,0.00108381
63,629.068,1.40067,0.95331,1.48277,0.94769,0.56318,0.62014,0.36532,1.40012,0.83674,1.52139,0.00107815,0.00107815,0.00107815
64,638.931,1.37127,0.92419,1.4564,0.92475,0.54132,0.60635,0.35539,1.41959,0.91409,1.55328,0.00107249,0.00107249,0.00107249
65,648.784,1.37639,0.95193,1.46252,0.94244,0.5652,0.62056,0.36709,1.41056,0.83758,1.51109,0.00106683,0.00106683,0.00106683
66,658.801,1.36858,0.93791,1.46093,0.95495,0.55759,0.62375,0.37978,1.40035,0.82557,1.5118,0.00106118,0.00106118,0.00106118
67,668.762,1.38178,0.916,1.45123,0.92776,0.5771,0.61138,0.3656,1.40269,0.79108,1.49768,0.00105552,0.00105552,0.00105552
68,679.013,1.39481,0.93176,1.46609,0.94198,0.58528,0.62842,0.38718,1.36908,0.79348,1.48311,0.00104986,0.00104986,0.00104986
69,690.286,1.37564,0.9245,1.4574,0.94145,0.57296,0.62327,0.37421,1.34715,0.82672,1.48697,0.0010442,0.0010442,0.0010442
70,700.107,1.35851,0.91592,1.45452,0.94343,0.56734,0.61522,0.37436,1.43986,0.82243,1.56173,0.00103854,0.00103854,0.00103854
71,709.865,1.36206,0.90448,1.44527,0.94807,0.57408,0.62314,0.38342,1.40087,0.81404,1.50463,0.00103288,0.00103288,0.00103288
72,719.655,1.34665,0.89743,1.43549,0.92727,0.56603,0.60898,0.36425,1.44107,0.84513,1.53428,0.00102722,0.00102722,0.00102722
73,729.455,1.36307,0.9151,1.45407,0.94517,0.58365,0.62796,0.38388,1.37819,0.80089,1.52855,0.00102156,0.00102156,0.00102156
74,739.261,1.37384,0.90482,1.45582,0.93065,0.58168,0.61661,0.38393,1.35334,0.80341,1.48308,0.0010159,0.0010159,0.0010159
75,749.021,1.33431,0.89603,1.43361,0.94315,0.57391,0.64553,0.3678,1.50735,0.85042,1.58114,0.00101025,0.00101025,0.00101025
76,758.835,1.32821,0.87687,1.42035,0.93462,0.59437,0.63477,0.3921,1.37135,0.75645,1.50478,0.00100459,0.00100459,0.00100459
77,768.622,1.34171,0.89506,1.43003,0.94123,0.5942,0.62652,0.3936,1.35205,0.73892,1.46019,0.000998928,0.000998928,0.000998928
78,778.392,1.33784,0.88674,1.42385,0.94351,0.59233,0.63232,0.38661,1.37346,0.75694,1.49549,0.000993269,0.000993269,0.000993269
79,788.229,1.32234,0.89731,1.42028,0.95307,0.58495,0.62437,0.38326,1.35638,0.75118,1.47045,0.00098761,0.00098761,0.00098761
80,797.985,1.33036,0.86772,1.42622,0.95506,0.58628,0.63609,0.40138,1.35678,0.74689,1.48073,0.000981952,0.000981952,0.000981952
81,807.74,1.30629,0.86698,1.41258,0.94309,0.58976,0.63045,0.39575,1.3589,0.75918,1.4882,0.000976293,0.000976293,0.000976293
82,818.028,1.29691,0.84879,1.38939,0.95082,0.57887,0.62983,0.36007,1.5137,0.79846,1.6068,0.000970634,0.000970634,0.000970634
83,828.826,1.33012,0.86846,1.41057,0.94278,0.5973,0.6294,0.3949,1.32312,0.76432,1.47697,0.000964975,0.000964975,0.000964975
84,838.544,1.29537,0.85379,1.39297,0.92986,0.58358,0.61854,0.38357,1.33072,0.78335,1.47464,0.000959316,0.000959316,0.000959316
85,848.24,1.31215,0.86098,1.40529,0.95333,0.56986,0.63318,0.39098,1.35649,0.7735,1.50026,0.000953657,0.000953657,0.000953657
86,857.969,1.29939,0.85429,1.40232,0.91448,0.57432,0.62465,0.37847,1.36767,0.84864,1.49034,0.000947999,0.000947999,0.000947999
87,867.749,1.29295,0.84397,1.38386,0.95562,0.58962,0.6296,0.39843,1.3109,0.73502,1.446,0.00094234,0.00094234,0.00094234
88,877.52,1.28435,0.84145,1.3898,0.93532,0.6144,0.63365,0.40056,1.31733,0.71763,1.44181,0.000936681,0.000936681,0.000936681
89,887.294,1.29161,0.80562,1.37704,0.96064,0.59672,0.63109,0.3943,1.33133,0.73517,1.4648,0.000931022,0.000931022,0.000931022
90,897.06,1.26451,0.83659,1.38943,0.92478,0.58254,0.61595,0.38408,1.3425,0.79346,1.45805,0.000925363,0.000925363,0.000925363
91,906.875,1.26053,0.82568,1.38336,0.95714,0.59404,0.63365,0.40613,1.32133,0.72962,1.4248,0.000919704,0.000919704,0.000919704
92,916.618,1.26958,0.8293,1.37848,0.94622,0.58838,0.63095,0.3937,1.36241,0.71222,1.46662,0.000914046,0.000914046,0.000914046
93,926.301,1.26334,0.8066,1.36686,0.96678,0.59325,0.62866,0.40485,1.3034,0.73493,1.42312,0.000908387,0.000908387,0.000908387
94,936.082,1.2715,0.83142,1.36764,0.96282,0.59966,0.63369,0.40502,1.31606,0.7094,1.44266,0.000902728,0.000902728,0.000902728
95,946.014,1.26194,0.82993,1.37403,0.93709,0.60132,0.63088,0.38402,1.35461,0.75729,1.48804,0.000897069,0.000897069,0.000897069
96,956.44,1.25345,0.8198,1.36366,0.95309,0.59521,0.63203,0.39979,1.33164,0.73757,1.46393,0.00089141,0.00089141,0.00089141
97,967.137,1.25861,0.80176,1.37142,0.9604,0.59604,0.64009,0.40739,1.31113,0.72135,1.44513,0.000885751,0.000885751,0.000885751
98,977.027,1.23442,0.78834,1.34419,0.95943,0.60194,0.63391,0.4058,1.2768,0.71005,1.42976,0.000880093,0.000880093,0.000880093
99,986.798,1.2299,0.77938,1.33667,0.9476,0.60229,0.63525,0.40947,1.29255,0.72978,1.42351,0.000874434,0.000874434,0.000874434
100,996.596,1.20282,0.77835,1.33818,0.95034,0.60499,0.62949,0.40541,1.27417,0.71707,1.42845,0.000868775,0.000868775,0.000868775
101,1006.37,1.24344,0.7973,1.34828,0.95947,0.59554,0.62885,0.4024,1.27555,0.72526,1.41226,0.000863116,0.000863116,0.000863116
102,1016.15,1.26293,0.80626,1.35637,0.958,0.603,0.63039,0.41179,1.2903,0.7184,1.41776,0.000857457,0.000857457,0.000857457
103,1025.97,1.20362,0.77731,1.32313,0.94729,0.59805,0.63799,0.40887,1.27241,0.70226,1.43103,0.000851798,0.000851798,0.000851798
104,1035.66,1.2164,0.78011,1.33761,0.9619,0.59179,0.65235,0.41319,1.30765,0.71703,1.46527,0.000846139,0.000846139,0.000846139
105,1045.38,1.22283,0.77721,1.33952,0.94893,0.60607,0.63367,0.41165,1.28252,0.70098,1.41546,0.000840481,0.000840481,0.000840481
106,1055.14,1.19911,0.76237,1.325,0.94153,0.59282,0.67868,0.43081,1.30833,0.73434,1.43551,0.000834822,0.000834822,0.000834822
107,1065.08,1.20274,0.78124,1.33708,0.95526,0.61136,0.63321,0.40945,1.26992,0.69095,1.38822,0.000829163,0.000829163,0.000829163
108,1074.91,1.2062,0.78164,1.32483,0.95098,0.58529,0.63011,0.40948,1.28673,0.72135,1.40596,0.000823504,0.000823504,0.000823504
109,1084.69,1.18827,0.75809,1.31566,0.96239,0.59399,0.63039,0.40604,1.28753,0.70993,1.40935,0.000817845,0.000817845,0.000817845
110,1095,1.20219,0.77549,1.32638,0.9611,0.59883,0.69042,0.44065,1.25517,0.70006,1.37446,0.000812186,0.000812186,0.000812186
111,1106.42,1.19553,0.77428,1.3339,0.95787,0.6087,0.64645,0.42527,1.26429,0.69198,1.38473,0.000806528,0.000806528,0.000806528
112,1116.31,1.18696,0.74648,1.31651,0.95717,0.60432,0.65344,0.4246,1.23973,0.68048,1.37027,0.000800869,0.000800869,0.000800869
113,1126.16,1.18165,0.7615,1.31587,0.96501,0.60505,0.65052,0.42862,1.23881,0.69209,1.36229,0.00079521,0.00079521,0.00079521
114,1135.97,1.19175,0.76681,1.31922,0.95008,0.59277,0.6299,0.40599,1.28566,0.71602,1.42367,0.000789551,0.000789551,0.000789551
115,1145.82,1.17876,0.74904,1.31069,0.95344,0.59593,0.63212,0.42062,1.25442,0.69883,1.3825,0.000783892,0.000783892,0.000783892
116,1155.79,1.18639,0.76875,1.31206,0.95777,0.59217,0.63753,0.41337,1.29495,0.69934,1.4033,0.000778233,0.000778233,0.000778233
117,1165.69,1.1736,0.76216,1.31072,0.95333,0.58947,0.63596,0.40961,1.27774,0.69287,1.39607,0.000772575,0.000772575,0.000772575
118,1175.53,1.18023,0.75521,1.29787,0.95326,0.61204,0.63791,0.41223,1.26592,0.64661,1.38421,0.000766916,0.000766916,0.000766916
119,1185.41,1.19754,0.74359,1.30978,0.95987,0.60526,0.64838,0.43177,1.20654,0.64839,1.34144,0.000761257,0.000761257,0.000761257
120,1195.25,1.18921,0.75589,1.30786,0.96747,0.59776,0.63663,0.42048,1.23982,0.67338,1.37906,0.000755598,0.000755598,0.000755598
121,1205.07,1.18272,0.76307,1.30844,0.95591,0.60597,0.63717,0.41213,1.2762,0.67793,1.42197,0.000749939,0.000749939,0.000749939
122,1214.92,1.17209,0.75235,1.29534,0.9689,0.60759,0.6392,0.42771,1.20257,0.67303,1.35195,0.00074428,0.00074428,0.00074428
123,1224.72,1.16233,0.73597,1.29204,0.94995,0.61377,0.63782,0.41989,1.25787,0.65908,1.37727,0.000738622,0.000738622,0.000738622
124,1235.25,1.12884,0.71113,1.29364,0.96163,0.60271,0.63818,0.41099,1.24936,0.65434,1.38571,0.000732963,0.000732963,0.000732963
125,1245.07,1.16138,0.73541,1.29889,0.9559,0.60605,0.63488,0.41088,1.28534,0.68507,1.40913,0.000727304,0.000727304,0.000727304
126,1254.93,1.1773,0.74034,1.30356,0.95563,0.60641,0.63328,0.41359,1.26933,0.68078,1.38571,0.000721645,0.000721645,0.000721645
127,1264.75,1.15142,0.73078,1.2879,0.96929,0.60821,0.63687,0.4175,1.23746,0.6668,1.37829,0.000715986,0.000715986,0.000715986
128,1274.56,1.1427,0.72801,1.29301,0.9628,0.61015,0.635,0.42006,1.22596,0.6531,1.36256,0.000710327,0.000710327,0.000710327
129,1284.44,1.14423,0.72695,1.28714,0.95994,0.60874,0.63917,0.42252,1.21055,0.63152,1.35012,0.000704668,0.000704668,0.000704668
130,1294.33,1.14313,0.71909,1.27975,0.96451,0.60704,0.63693,0.42161,1.25225,0.6577,1.36205,0.00069901,0.00069901,0.00069901
131,1304.22,1.15012,0.73007,1.27671,0.96856,0.6138,0.63977,0.4212,1.24951,0.65325,1.37109,0.000693351,0.000693351,0.000693351
132,1314.01,1.13181,0.72092,1.27812,0.97577,0.60337,0.6379,0.4318,1.20478,0.64025,1.331,0.000687692,0.000687692,0.000687692
133,1323.9,1.13414,0.71794,1.27164,0.96952,0.59566,0.63848,0.42286,1.2513,0.64521,1.37473,0.000682033,0.000682033,0.000682033
134,1333.75,1.11127,0.70013,1.26824,0.96275,0.61379,0.63771,0.42827,1.23039,0.66485,1.37507,0.000676374,0.000676374,0.000676374
135,1343.6,1.12464,0.70155,1.26465,0.97063,0.60684,0.63711,0.43008,1.21964,0.6552,1.35355,0.000670715,0.000670715,0.000670715
136,1353.49,1.10425,0.69824,1.25605,0.9667,0.61122,0.64014,0.42856,1.22748,0.63907,1.36029,0.000665057,0.000665057,0.000665057
137,1363.33,1.12218,0.70882,1.2667,0.96539,0.61711,0.63827,0.42613,1.19956,0.6339,1.33321,0.000659398,0.000659398,0.000659398
138,1373.86,1.1365,0.71849,1.27267,0.9666,0.61027,0.63961,0.42835,1.2137,0.64248,1.35269,0.000653739,0.000653739,0.000653739
139,1385.57,1.12188,0.70108,1.27557,0.97321,0.60643,0.63844,0.43317,1.2028,0.64358,1.33629,0.00064808,0.00064808,0.00064808
140,1395.4,1.1088,0.71165,1.26608,0.96657,0.61059,0.63262,0.41798,1.28681,0.70193,1.41428,0.000642421,0.000642421,0.000642421
141,1405.25,1.10347,0.70593,1.26092,0.96198,0.61425,0.64026,0.43036,1.21486,0.64482,1.35639,0.000636762,0.000636762,0.000636762
142,1415,1.12086,0.69522,1.26486,0.96964,0.61051,0.63677,0.42271,1.25167,0.64849,1.38468,0.000631104,0.000631104,0.000631104
143,1424.83,1.10641,0.70415,1.26054,0.96272,0.61602,0.64313,0.42521,1.23576,0.64855,1.37906,0.000625445,0.000625445,0.000625445
144,1434.61,1.09597,0.6799,1.24466,0.96535,0.6184,0.64256,0.42591,1.22499,0.63443,1.35001,0.000619786,0.000619786,0.000619786
145,1444.26,1.1057,0.69505,1.24927,0.97225,0.61636,0.63942,0.42479,1.22821,0.63674,1.3581,0.000614127,0.000614127,0.000614127
146,1454.08,1.08984,0.69888,1.25728,0.96236,0.60979,0.63514,0.42734,1.19824,0.64689,1.33914,0.000608468,0.000608468,0.000608468
147,1463.95,1.10288,0.69793,1.25948,0.96654,0.59431,0.63408,0.43564,1.15921,0.64898,1.3108,0.000602809,0.000602809,0.000602809
148,1473.83,1.09962,0.69428,1.25322,0.96741,0.60883,0.6406,0.43792,1.18582,0.62344,1.33854,0.000597151,0.000597151,0.000597151
149,1483.61,1.06479,0.68363,1.22843,0.96525,0.60825,0.63644,0.43382,1.18959,0.64495,1.33756,0.000591492,0.000591492,0.000591492
150,1493.4,1.09541,0.69259,1.24628,0.97206,0.61348,0.64485,0.4349,1.20183,0.61789,1.35794,0.000585833,0.000585833,0.000585833
151,1503.17,1.08894,0.67279,1.2347,0.97676,0.60381,0.64018,0.43308,1.20523,0.62551,1.34318,0.000580174,0.000580174,0.000580174
152,1513.33,1.05583,0.67374,1.22628,0.97645,0.60277,0.64289,0.43198,1.22507,0.64537,1.36064,0.000574515,0.000574515,0.000574515
153,1524.02,1.07445,0.67749,1.23077,0.9723,0.60963,0.64559,0.43273,1.18445,0.63462,1.33376,0.000568856,0.000568856,0.000568856
154,1533.88,1.06788,0.67502,1.22824,0.9741,0.60893,0.64345,0.43123,1.22369,0.64193,1.36509,0.000563197,0.000563197,0.000563197
155,1543.63,1.0617,0.66141,1.22115,0.97232,0.61716,0.64345,0.43107,1.18947,0.62386,1.33181,0.000557539,0.000557539,0.000557539
156,1553.71,1.0835,0.67418,1.25016,0.96603,0.61041,0.63634,0.42842,1.22089,0.64546,1.36595,0.00055188,0.00055188,0.00055188
157,1563.7,1.08059,0.67194,1.23845,0.97714,0.60626,0.64046,0.43708,1.18236,0.62334,1.33062,0.000546221,0.000546221,0.000546221
158,1573.5,1.06541,0.66586,1.22574,0.97406,0.60883,0.64904,0.43471,1.20508,0.63428,1.35195,0.000540562,0.000540562,0.000540562
159,1583.38,1.08635,0.67481,1.23151,0.97774,0.61585,0.652,0.4393,1.21763,0.63133,1.34687,0.000534903,0.000534903,0.000534903
160,1593.15,1.04245,0.66488,1.22219,0.9762,0.60623,0.64435,0.43256,1.2395,0.62874,1.37061,0.000529244,0.000529244,0.000529244
161,1602.89,1.03969,0.65932,1.21603,0.97372,0.61489,0.64286,0.43665,1.22056,0.63222,1.34696,0.000523586,0.000523586,0.000523586
162,1612.65,1.0497,0.66265,1.2174,0.97436,0.61444,0.6437,0.43823,1.17527,0.64031,1.31577,0.000517927,0.000517927,0.000517927
163,1622.41,1.06049,0.6569,1.22522,0.96879,0.61535,0.64283,0.43945,1.17272,0.61758,1.31087,0.000512268,0.000512268,0.000512268
164,1632.22,1.0429,0.66662,1.22494,0.97424,0.60858,0.64765,0.44072,1.18021,0.62826,1.31981,0.000506609,0.000506609,0.000506609
165,1641.97,1.04001,0.64575,1.21067,0.97235,0.60803,0.64451,0.43875,1.21004,0.64349,1.33349,0.00050095,0.00050095,0.00050095
166,1652.49,1.05213,0.65625,1.21645,0.97568,0.61236,0.65678,0.45334,1.16752,0.62006,1.31064,0.000495291,0.000495291,0.000495291
167,1663.87,1.03286,0.65797,1.21313,0.98015,0.60818,0.648,0.44971,1.14306,0.61655,1.28878,0.000489633,0.000489633,0.000489633
168,1673.63,1.04739,0.64073,1.20492,0.97914,0.60529,0.6447,0.44403,1.13458,0.61605,1.28063,0.000483974,0.000483974,0.000483974
169,1683.36,1.02407,0.64293,1.20976,0.97362,0.62181,0.64644,0.44197,1.16615,0.61142,1.31409,0.000478315,0.000478315,0.000478315
170,1693.11,1.05103,0.65208,1.21331,0.97543,0.61924,0.64792,0.44918,1.1375,0.58822,1.29213,0.000472656,0.000472656,0.000472656
171,1702.92,1.02116,0.63696,1.19927,0.96868,0.62774,0.65064,0.44395,1.15073,0.58834,1.30451,0.000466997,0.000466997,0.000466997
172,1712.68,1.02258,0.63499,1.19984,0.97261,0.62127,0.64856,0.44809,1.1501,0.59846,1.31022,0.000461338,0.000461338,0.000461338
173,1722.5,1.03104,0.64059,1.20922,0.974,0.61497,0.6469,0.44815,1.14468,0.60467,1.29523,0.00045568,0.00045568,0.00045568
174,1732.29,1.00637,0.63749,1.1914,0.96767,0.62018,0.64679,0.4429,1.13404,0.61364,1.28681,0.000450021,0.000450021,0.000450021
175,1742.01,1.00842,0.63642,1.19322,0.97751,0.61636,0.64589,0.44433,1.13975,0.60324,1.28408,0.000444362,0.000444362,0.000444362
176,1751.71,1.02617,0.62958,1.20164,0.96881,0.61678,0.64594,0.44607,1.12287,0.59827,1.27415,0.000438703,0.000438703,0.000438703
177,1761.49,0.99813,0.63046,1.1823,0.96468,0.62814,0.64961,0.44831,1.14228,0.59658,1.28202,0.000433044,0.000433044,0.000433044
178,1771.19,1.00242,0.63178,1.1923,0.97281,0.62245,0.64547,0.44238,1.14896,0.60054,1.30736,0.000427385,0.000427385,0.000427385
179,1780.92,1.01148,0.61915,1.19992,0.97425,0.61713,0.64623,0.44857,1.13986,0.59677,1.29149,0.000421726,0.000421726,0.000421726
180,1791.34,1.01847,0.64761,1.19768,0.97203,0.62117,0.64755,0.44774,1.12691,0.57716,1.27938,0.000416068,0.000416068,0.000416068
181,1803.04,1.00088,0.62611,1.18667,0.97301,0.62471,0.64949,0.44775,1.1293,0.58212,1.27497,0.000410409,0.000410409,0.000410409
182,1812.91,0.98943,0.61992,1.17384,0.97446,0.62885,0.64818,0.44811,1.13469,0.55768,1.28243,0.00040475,0.00040475,0.00040475
183,1822.67,1.01063,0.63406,1.1896,0.97128,0.62905,0.64619,0.44598,1.13926,0.56927,1.30484,0.000399091,0.000399091,0.000399091
184,1832.45,1.01251,0.63845,1.19506,0.97228,0.62992,0.64804,0.44836,1.13548,0.55663,1.28269,0.000393432,0.000393432,0.000393432
185,1842.21,1.00367,0.61601,1.18222,0.97386,0.61988,0.64453,0.44657,1.14989,0.56273,1.29688,0.000387773,0.000387773,0.000387773
